name,genre,age_group,runtime,country,director,cast,description,released,popular
Frank & Lola,"Dramas, Thrillers",Adults,87,United States,Matthew M. Ross,"Imogen Poots, Michael Shannon, Justin Long, Rosanna Arquette",,2016,3
Frank and Cindy,"Documentaries, Music & Musicals",Adults,70,United States,G.J. Echternkamp,,"Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness.",2007,2
"Frankensteins Monsters Monster, Frankenstein",Comedies,Young Adults,32,United States,Daniel Gray Longino,"David Harbour, Alex Ozerov, Kate Berlant, Mary Woronov, Alfred Molina, Heather Lawless, Michael Lerner, Marion Van Cuyck, Bridey Elliott, O-Lan Jones, Lidia Porto, Graham Wagner, Randolph Thompson","When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets.",2019,3
Frat Star,Comedies,Adults,85,United States,"Grant S. Johnson, Ippsie Jones","Connor Lawrence, Justin Mark, Cathryn Dylan, Chris Elliott, Tyler Weaks, Max Sheldon, Austin Ramsey, Peter O'Connor, Nicole Balsam, Kaitlin Mesh",A freshman uninterested in joining a fraternity is convinced to pledge by a rich roommate who introduces him to a world darker than he ever dreamed.,2017,4
Freak Show,"Comedies, Dramas, Independent Movies",Adults,91,United States,Trudie Styler,"Alex Lawther, Abigail Breslin, AnnaSophia Robb, Ian Nelson, Celia Weston, Laverne Cox, Bette Midler, Willa Fitzgerald, Larry Pine, John McEnroe, Mickey Sumner, Daniel Bellomy, Wally Dunn, Marceline Hugot","Forced to attend a new high school, a glamorous teen navigates hostile territory before taking a stand by running for homecoming queen.",2018,5
Freaks,"Independent Movies, Sci-Fi & Fantasy, Thrillers",Young Adults,105,"United States, Canada",Tod Browning,"Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates",,2018,3
Freaks  You're One of Us,"Dramas, Independent Movies, International Movies",Adults,93,Germany,Felix Binder,"Cornelia GrÃÂ¶schel, Tim Oliver Schultz, Wotan Wilke MÃÂ¶hring, Nina Kunzendorf, Frederic Linkemann, Finnlay Berger, Gisa Flake, Ralph Herforth, Thelma Buabeng","Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers Ã¢ÂÂ and kindred spirits Ã¢ÂÂ and uncovers an unsavory, widespread conspiracy.",2020,1
Fred Armisen: Standup For Drummers,"Music & Musicals, Stand-Up Comedy",Teens,65,,Lance Bangs,Fred Armisen,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more.",2018,1
Fred Claus,"Children & Family Movies, Comedies",Teens,115,United States,David Dobkin,"Vince Vaughn, Paul Giamatti, John Michael Higgins, Miranda Richardson",,2007,2
Free Fire,"Action & Adventure, Comedies, Independent Movies",Young Adults,91,United Kingdom,Ben Wheatley,"Armie Hammer, Brie Larson, Cillian Murphy, Sharlto Copley",,2016,1
Free Rein: The Twelve Neighs of Christmas,"Children & Family Movies, Dramas",Kids,58,,Marek Losey,"Jaylen Barron, Billy Angel, Manpreet Bambra, Celine Buckens, Freddy Carter, Bruce Herbelin-Earle, Kerry Ingram, Charlotte Jordan, Geoff McGivern, Martin Bobb-Semple","As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.",2018,4
Free Rein: Valentine's Day,"Children & Family Movies, Dramas",Kids,51,United States,,"Jaylen Barron, Joe Ashman, Manpreet Bambra, Celine Buckens, Freddy Carter, Bruce Herbelin-Earle, Kerry Ingram, Charlotte Jordan, Geoffrey McGivern, Martin Bobb-Semple, Sadie Simm, Carla Woodcock","Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!",2019,5
Free State of Jones,"Action & Adventure, Dramas",Young Adults,139,United States,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi",A Mississippi farmer turns outlaw as he leads a ragtag band of fellow Civil War deserters and escaped slaves in a rebellion against the Confederacy.,2016,2
Free Willy,"Children & Family Movies, Dramas",Teens,112,"United States, France, Mexico",Simon Wincer,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg",,1993,5
Freedom at Midnight,"Dramas, International Movies, Thrillers",Adults,135,,Tinu Pappachan,"Antony Varghese, Vinayakan, Chemban Vinod Jose, Tito Wilson, Sinoj Varghese, Aswathy Manoharan","Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway.",2018,3
Freej Al Taibeen,"Comedies, Dramas, International Movies",Teens,99,United Arab Emirates,Ahmed Zain,"Ali Al Shehhi, Huda Al Ghanim, Muhammed Murshed, Yaser Alneyadi, Khaled Al-Nuaimi, Nasser Al-Dhahnani, Nawal Chamoun, Iman Husein","Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.",2018,2
Freeway: Crack in the System,Documentaries,Young Adults,103,"United States, Nicaragua",Marc Levin,AndrÃ¯Â¿Â½ Douglas Pond Cummings,,2015,1
Freezer's Campaign,"Comedies, International Movies",Adults,116,Egypt,Sameh Abdulaziz,"Bayyumi Fuad, Chico, Hesham Maged, Ahmed Fathy, Nesreen Ameen, Dareen Haddad, Bushra, Samy Maghawry","When climate change makes Egypt freeze over, intelligence officers pose as a film crew on location to seek a device that can eliminate the frost.",2016,3
French Dirty,"Dramas, Independent Movies",Adults,72,United States,"Wade Allain-Marcus, Jesse Allain-Marcus","Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake, Santana Dempsey","An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change.",2015,4
French Toast,"Comedies, International Movies, Romantic Movies",Teens,86,South Africa,"Paul KrÃÂ¼ger, AnÃÂ©l Stolp","Lika Berning, Thierry Ballarin, Deon Lotz, HelÃÂ©ne Lombard, Paul du Toit, Roberta Fox, Trudi Conradie, Rod Alexander, Lochner De Kock, Tony Caprari","With only her mother's diary and a locket as clues, a South African woman travels to Paris in search of the long-lost sibling she never knew she had.",2015,1
Freshman Year,"Dramas, Faith & Spirituality",Teens,104,United States,Jude Okwudiafor Johnson,"Diallo Thompson, Natalia Dominguez, Benjamin A. Onyango, Gregory Alan Williams, Desalene Jones, Wynton Odd, Ed Gonzalez Moreno, Natasha Dee Davis, Cameron Schaefer, Joshua Flores-Q",A devout preacher's son leaves his protective home to begin college and meets a self-reliant student who will test his faith and his heart.,2019,3
Friday the 13th,Horror Movies,Young Adults,97,United States,Sean S. Cunningham,"Betsy Palmer, Adrienne King, Jeannine Taylor, Robbi Morgan",,2009,3
Friend Request,"Horror Movies, International Movies",Young Adults,92,Germany,Simon Verhoeven,"Alycia Debnam-Carey, Brit Morgan, William Moseley, Connor Paolo",,2016,3
Friendship,"Action & Adventure, Dramas, International Movies",Young Adults,161,India,Raj Khosla,"Amitabh Bachchan, Shatrughan Sinha, Zeenat Aman, Prem Chopra, Amrish Puri, Helen, Pran, Gajanan Jagirdar, Sajjan, Iftekhar","Best friends since childhood, a righteous cop and a lawyer who represents criminals in court become rivals when they fall for the same woman.",1980,2
From A to B,"Comedies, Dramas, International Movies",Adults,104,"United Arab Emirates, Jordan, Lebanon",Ali F. Mostafa,"Fahad Albutairi, Shadi Alfons, Fadi Rifaai, Khaled Abol Naga",,2014,5
From Japan to Egypt,"Children & Family Movies, Comedies, Dramas",Young Adults,93,Egypt,Mahmoud Karim,"Ahmed Eid, Saki Tsukamoto, Nada Moussa, Mohammed Tharwat","After his wife relocates to her home country of Japan, an Egyptian man Ã¢ÂÂ and father of two rambunctious kids Ã¢ÂÂ tries to win her back.",2017,2
From One Second to the Next,Documentaries,Young Adults,35,United States,Werner Herzog,,,2013,2
From Paris with Love,"Action & Adventure, International Movies",Young Adults,93,"France, United Kingdom, United States",Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden",,2010,4
Froning: The Fittest Man in History,"Documentaries, International Movies, Sports Movies",Teens,99,United States,Heber Cannon,Rich Froning,Follow the grueling training regimen of Rich Froning Jr. as he sets his sights on winning an unprecedented fourth CrossFit Games title.,2016,3
Fronteras,"Dramas, Independent Movies, Thrillers",Adults,106,United States,Andrew Dean,"Steve Oropeza, Steven Sean Garland, Wade Everett, Randy Green, Cortez Chappell, Tori Osborn, Larry Coulter, Cris Acosta","When a new, deadly narcotic sweeps the American Southwest, a Border Patrol agent must contend with a task force that challenges his duties and morals.",2018,5
Frozen Planet: On Thin Ice,Movies,Teens,47,"United Kingdom, United States, Spain, Germany, Greece, Canada",,David Attenborough,David Attenborough journeys to both polar regions to investigate what rising temperatures will mean for the people and wildlife that live there.,2011,2
Frozen Planet: The Epic Journey,Movies,Teens,52,"United Kingdom, United States, Spain, Germany, Greece, Canada",,David Attenborough,"Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants, from the north to the south.",2011,5
Frozen River,"Dramas, Independent Movies",Young Adults,97,United States,Courtney Hunt,"Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe",,2008,5
Fruitvale Station,"Dramas, Independent Movies",Young Adults,85,United States,Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",,2013,4
Fukrey,"Action & Adventure, Comedies, Dramas",Young Adults,135,India,Mrighdeep Singh Lamba,"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Richa Chadda, Priya Anand, Vishakha Singh, Pankaj Tripathi",Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.,2013,3
Fukrey Boyzzz: Space Mein Fukrapanti,"Children & Family Movies, Comedies",Kids,75,India,Avinash Walzade,"Viraaj Modgill, Jasleen Singh, Pooja Punjabi, Amit Deondi, Ketan Kava, Zeel Thakkar, Manish Bhavan, Viswanathan Sridhar","After a foreboding dream about aliens comes true, a fun-loving trio must prevent human intelligence from being stolen from planet Earth.",2020,4
Full Count,"Children & Family Movies, Dramas, Faith & Spirituality",Teens,110,United States,Robert Eagar,"John Paul Kakos, Natalia Livingston, E. Roger Mitchell, Rick Hearst, Jason London, Victoria Elizabeth Staley, Adam Boyer","When tragic events force an aspiring baseball player to forgo his big league dreams and return home, saving the family farm grants him renewed purpose.",2019,3
Full Out,"Children & Family Movies, Dramas, Sports Movies",Teens,88,"Canada, United States",Sean Cisterna,"Jennifer Beals, Sarah Fisher, Ana Golja, Trevor Tordjman",,2015,5
Full Out 2: You Got This!,"Children & Family Movies, Dramas, Sports Movies",Kids,91,United States,Jeff Deverett,"Sydney Cope, Logan Edra, Liza Wilk, Braedyn Bruner, Billie Merritt","With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition.",2020,2
FullMetal Alchemist,"Action & Adventure, Dramas, International Movies",Teens,134,Japan,Fumihiko Sori,"Ryosuke Yamada, Tsubasa Honda, Dean Fujioka, Misako Renbutsu, Kanata Hongo, Shinji Uchiyama, Jun Kunimura, Yo Oizumi, Ryuta Sato, Fumiyo Kohinata, Yasuko Matsuyuki","While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely.",2017,2
Fun Mom Dinner,"Comedies, International Movies",Young Adults,82,United States,Alethea Jones,"Katie Aselton, Toni Collette, Bridget Everett, Molly Shannon, Adam Scott, Rob Huebel, Adam Levine, Paul Rust","Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy.",2017,3
Funan,"Dramas, International Movies",Young Adults,87,"France, Belgium, Luxembourg, Cambodia,",Denis Do,"BÃÂ©rÃÂ©nice Bejo, Louis Garrel, Colette Kieffer, Aude-Laurence Clermont Biver, Brice Montagne, Franck Sasonoff, HervÃÂ© Sogne, Maxime Baudoin, Tom Trouffier, Lila Lacombe, CÃÂ©line RontÃÂ©, Emilie MariÃÂ©, Thierry Jahn","Separated from their young son during the brutal Khmer Rouge revolution, a couple must find ways to endure while searching for their child.",2018,1
Functional Fitness,Documentaries,Adults,106,United States,Bob Rose,,"This documentary explores the challenging, transformative world of high-intensity fitness programs through the eyes of the people who've embraced them.",2016,4
Funny Boy,"Dramas, LGBTQ Movies",Adults,109,"Canada, United States",Deepa Mehta,"Brandon Ingram, Nimmi Harasgama, Ali Kazmi, Arush Nand, Agam Darshi, Rehan Mudannayake, Shivantha Wijesinha, Seema Biswas, Hidaayath Hazeer","A student must navigate issues of sexuality, identity and family amid Sri Lanka's social turmoil of the 1970s and 1980s.",2020,4
Furie,"Action & Adventure, Dramas, International Movies",Adults,97,Vietnam,Le Van Kiet,"Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa","When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon Ã¢ÂÂ and her outlaw roots Ã¢ÂÂ to take down the abductors.",2019,1
Furthest Witness,"Dramas, Thrillers",Adults,88,"United States, United Kingdom",Adam Del Giudice,"Aaron Stanford, Teri Reeves, Sean Patrick Flanery, Forrest Fyre, Steven Michael Quezada, Paul Blott, Travis Hammer, Ryan Begay, Jermaine Washington, Vincent McDaniel","Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe.",2017,3
FYRE: The Greatest Party That Never Happened,Documentaries,Adults,98,United States,Chris Smith,,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur.",2019,3
Istanbul Krmzs,"Dramas, Independent Movies, International Movies",Adults,110,"Italy, Turkey",Ferzan ÃÂzpetek,"Halit ErgenÃÂ§, Nejat ÃÂ°ÃÂler, Mehmet GÃÂ¼nsÃÂ¼r, ÃÂiÃÂdem SelÃÂ±ÃÂÃÂ±k Onat, Tuba BÃÂ¼yÃÂ¼kÃÂ¼stÃÂ¼n, Serra YÃÂ±lmaz, Zerrin Tekindor, Ayten GÃÂ¶kÃÂ§er, ÃÂ°pek Bilgin, Ergin Bal","Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.",2017,1
G-Force,"Children & Family Movies, Comedies",Teens,88,United States,Hoyt Yeatman,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner",,2009,2
G.O.R.A,"Action & Adventure, Comedies, International Movies",Adults,123,Turkey,ÃÂmer Faruk Sorak,"Cem YÃÂ±lmaz, Rasim ÃÂztekin, ÃÂzkan UÃÂur, ÃÂ°dil FÃÂ±rat, ÃÂafak Sezer, ÃÂzge ÃÂzberk, Erdal Tosun, Cezmi BaskÃÂ±n, Ozan GÃÂ¼ven, Engin GÃÂ¼naydÃÂ±n","Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.",2004,3
